epoch,accuracy,loss,val_accuracy,val_loss
0,0.6663024425506592,1.067777395248413,0.887499988079071,0.4598056972026825
1,0.9023892879486084,0.39623016119003296,0.9263157844543457,0.29374295473098755
2,0.9406322836875916,0.2614358365535736,0.9526315927505493,0.21846753358840942
3,0.9567307829856873,0.1977946162223816,0.9677631855010986,0.1541210561990738
4,0.9688228368759155,0.15234488248825073,0.9750000238418579,0.12506335973739624
5,0.9777097702026367,0.12001445144414902,0.9802631735801697,0.10535141080617905
6,0.9805507063865662,0.10653876513242722,0.9796052575111389,0.10839232057332993
7,0.9814248085021973,0.096811443567276,0.9710526466369629,0.10197301208972931
8,0.9834644794464111,0.08773108571767807,0.9861842393875122,0.07951898127794266
9,0.9889277219772339,0.06702842563390732,0.9888157844543457,0.0754326805472374
10,0.9841929078102112,0.07883764058351517,0.9763157963752747,0.10398633778095245
11,0.9890734553337097,0.06022365763783455,0.987500011920929,0.05620420351624489
12,0.9890005588531494,0.05977964401245117,0.9861842393875122,0.06794265657663345
13,0.9908944964408875,0.05236801877617836,0.9907894730567932,0.0490076057612896
14,0.9890005588531494,0.05584397912025452,0.9940789341926575,0.042673442512750626
15,0.9940996766090393,0.039364755153656006,0.987500011920929,0.05497603118419647
16,0.9906031489372253,0.04919116571545601,0.9888157844543457,0.050626594573259354
17,0.9948281049728394,0.03577309846878052,0.991447389125824,0.04561639577150345
18,0.9913315773010254,0.04421854019165039,0.9894737005233765,0.04391053691506386
19,0.9936625957489014,0.03788837045431137,0.9868420958518982,0.06058443337678909
20,0.9895833134651184,0.04709937795996666,0.9894737005233765,0.045949313789606094
21,0.9938082695007324,0.036133527755737305,0.9855263233184814,0.06984230130910873
22,0.995920717716217,0.029312148690223694,0.987500011920929,0.054791055619716644
23,0.9939539432525635,0.03434569388628006,0.9815789461135864,0.0804564580321312
24,0.9922057390213013,0.03900767117738724,0.9940789341926575,0.0386778898537159
25,0.9962121248245239,0.02653704583644867,0.9822368621826172,0.06623164564371109
26,0.9942453503608704,0.031936049461364746,0.9888157844543457,0.04696626588702202
27,0.9949737787246704,0.02903389185667038,0.9927631616592407,0.0315941721200943
28,0.9933711886405945,0.033477019518613815,0.9894737005233765,0.05028976500034332
29,0.9940996766090393,0.03356368467211723,0.991447389125824,0.03137768432497978
